DRGVER,DRG,DRG_Explained,MDC,MedSurg_flag,MDC_Explained
34,743,743: UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,13,P,13: DISEASES & DISORDERS OF THE FEMALE REPRODUCTIVE SYSTEM
34,744,"744: D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC",13,P,13: DISEASES & DISORDERS OF THE FEMALE REPRODUCTIVE SYSTEM
34,745,"745: D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W/O CC/MCC",13,P,13: DISEASES & DISORDERS OF THE FEMALE REPRODUCTIVE SYSTEM
34,746,"746: VAGINA, CERVIX & VULVA PROCEDURES W CC/MCC",13,P,13: DISEASES & DISORDERS OF THE FEMALE REPRODUCTIVE SYSTEM
34,747,"747: VAGINA, CERVIX & VULVA PROCEDURES W/O CC/MCC",13,P,13: DISEASES & DISORDERS OF THE FEMALE REPRODUCTIVE SYSTEM
34,748,748: FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,13,P,13: DISEASES & DISORDERS OF THE FEMALE REPRODUCTIVE SYSTEM
34,749,749: OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W CC/MCC,13,P,13: DISEASES & DISORDERS OF THE FEMALE REPRODUCTIVE SYSTEM
34,750,750: OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,13,P,13: DISEASES & DISORDERS OF THE FEMALE REPRODUCTIVE SYSTEM
34,754,"754: MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W MCC",13,M,13: DISEASES & DISORDERS OF THE FEMALE REPRODUCTIVE SYSTEM
34,755,"755: MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W CC",13,M,13: DISEASES & DISORDERS OF THE FEMALE REPRODUCTIVE SYSTEM
34,756,"756: MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC",13,M,13: DISEASES & DISORDERS OF THE FEMALE REPRODUCTIVE SYSTEM
34,757,"757: INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W MCC",13,M,13: DISEASES & DISORDERS OF THE FEMALE REPRODUCTIVE SYSTEM
34,758,"758: INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W CC",13,M,13: DISEASES & DISORDERS OF THE FEMALE REPRODUCTIVE SYSTEM
34,759,"759: INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC",13,M,13: DISEASES & DISORDERS OF THE FEMALE REPRODUCTIVE SYSTEM
34,760,760: MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC,13,M,13: DISEASES & DISORDERS OF THE FEMALE REPRODUCTIVE SYSTEM
34,761,761: MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W/O CC/MCC,13,M,13: DISEASES & DISORDERS OF THE FEMALE REPRODUCTIVE SYSTEM
34,765,765: CESAREAN SECTION W CC/MCC,14,P,"14: PREGNANCY, CHILDBIRTH & THE PUERPERIUM"
34,766,766: CESAREAN SECTION W/O CC/MCC,14,P,"14: PREGNANCY, CHILDBIRTH & THE PUERPERIUM"
34,767,767: VAGINAL DELIVERY W STERILIZATION &/OR D&C,14,P,"14: PREGNANCY, CHILDBIRTH & THE PUERPERIUM"
34,768,768: VAGINAL DELIVERY W O.R. PROC EXCEPT STERIL &/OR D&C,14,P,"14: PREGNANCY, CHILDBIRTH & THE PUERPERIUM"
34,769,769: POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE,14,P,"14: PREGNANCY, CHILDBIRTH & THE PUERPERIUM"
34,770,"770: ABORTION W D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",14,P,"14: PREGNANCY, CHILDBIRTH & THE PUERPERIUM"
34,774,774: VAGINAL DELIVERY W COMPLICATING DIAGNOSES,14,M,"14: PREGNANCY, CHILDBIRTH & THE PUERPERIUM"
34,775,775: VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,14,M,"14: PREGNANCY, CHILDBIRTH & THE PUERPERIUM"
34,776,776: POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,14,M,"14: PREGNANCY, CHILDBIRTH & THE PUERPERIUM"
34,777,777: ECTOPIC PREGNANCY,14,M,"14: PREGNANCY, CHILDBIRTH & THE PUERPERIUM"
34,778,778: THREATENED ABORTION,14,M,"14: PREGNANCY, CHILDBIRTH & THE PUERPERIUM"
34,779,779: ABORTION W/O D&C,14,M,"14: PREGNANCY, CHILDBIRTH & THE PUERPERIUM"
34,780,780: FALSE LABOR,14,M,"14: PREGNANCY, CHILDBIRTH & THE PUERPERIUM"
34,781,781: OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,14,M,"14: PREGNANCY, CHILDBIRTH & THE PUERPERIUM"
34,782,782: OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS,14,M,"14: PREGNANCY, CHILDBIRTH & THE PUERPERIUM"
34,789,"789: NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY",15,M,15: NEWBORNS & OTHER NEONATES WITH CONDTN ORIG IN PERINATAL PERIOD
34,790,"790: EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE",15,M,15: NEWBORNS & OTHER NEONATES WITH CONDTN ORIG IN PERINATAL PERIOD
34,791,791: PREMATURITY W MAJOR PROBLEMS,15,M,15: NEWBORNS & OTHER NEONATES WITH CONDTN ORIG IN PERINATAL PERIOD
34,792,792: PREMATURITY W/O MAJOR PROBLEMS,15,M,15: NEWBORNS & OTHER NEONATES WITH CONDTN ORIG IN PERINATAL PERIOD
34,793,793: FULL TERM NEONATE W MAJOR PROBLEMS,15,M,15: NEWBORNS & OTHER NEONATES WITH CONDTN ORIG IN PERINATAL PERIOD
34,794,794: NEONATE W OTHER SIGNIFICANT PROBLEMS,15,M,15: NEWBORNS & OTHER NEONATES WITH CONDTN ORIG IN PERINATAL PERIOD
34,795,795: NORMAL NEWBORN,15,M,15: NEWBORNS & OTHER NEONATES WITH CONDTN ORIG IN PERINATAL PERIOD
34,799,799: SPLENECTOMY W MCC,16,P,"16: DISEASES & DISORDERS OF BLOOD, BLOOD FORMING ORGANS, IMMUNOLOG DISORD"
34,800,800: SPLENECTOMY W CC,16,P,"16: DISEASES & DISORDERS OF BLOOD, BLOOD FORMING ORGANS, IMMUNOLOG DISORD"
34,801,801: SPLENECTOMY W/O CC/MCC,16,P,"16: DISEASES & DISORDERS OF BLOOD, BLOOD FORMING ORGANS, IMMUNOLOG DISORD"
34,802,802: OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,16,P,"16: DISEASES & DISORDERS OF BLOOD, BLOOD FORMING ORGANS, IMMUNOLOG DISORD"
34,803,803: OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,16,P,"16: DISEASES & DISORDERS OF BLOOD, BLOOD FORMING ORGANS, IMMUNOLOG DISORD"
34,804,804: OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,16,P,"16: DISEASES & DISORDERS OF BLOOD, BLOOD FORMING ORGANS, IMMUNOLOG DISORD"
34,808,808: MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,16,M,"16: DISEASES & DISORDERS OF BLOOD, BLOOD FORMING ORGANS, IMMUNOLOG DISORD"
34,809,809: MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,16,M,"16: DISEASES & DISORDERS OF BLOOD, BLOOD FORMING ORGANS, IMMUNOLOG DISORD"
34,810,810: MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,16,M,"16: DISEASES & DISORDERS OF BLOOD, BLOOD FORMING ORGANS, IMMUNOLOG DISORD"
34,811,811: RED BLOOD CELL DISORDERS W MCC,16,M,"16: DISEASES & DISORDERS OF BLOOD, BLOOD FORMING ORGANS, IMMUNOLOG DISORD"
34,812,812: RED BLOOD CELL DISORDERS W/O MCC,16,M,"16: DISEASES & DISORDERS OF BLOOD, BLOOD FORMING ORGANS, IMMUNOLOG DISORD"
34,813,813: COAGULATION DISORDERS,16,M,"16: DISEASES & DISORDERS OF BLOOD, BLOOD FORMING ORGANS, IMMUNOLOG DISORD"
34,814,814: RETICULOENDOTHELIAL & IMMUNITY DISORDERS W MCC,16,M,"16: DISEASES & DISORDERS OF BLOOD, BLOOD FORMING ORGANS, IMMUNOLOG DISORD"
34,815,815: RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC,16,M,"16: DISEASES & DISORDERS OF BLOOD, BLOOD FORMING ORGANS, IMMUNOLOG DISORD"
34,816,816: RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC/MCC,16,M,"16: DISEASES & DISORDERS OF BLOOD, BLOOD FORMING ORGANS, IMMUNOLOG DISORD"
34,820,820: LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC,17,P,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,821,821: LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,17,P,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,822,822: LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,17,P,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,823,823: LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,17,P,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,824,824: LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,17,P,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,825,825: LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,17,P,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,826,826: MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,17,P,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,827,827: MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,17,P,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,828,828: MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,17,P,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,829,829: MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,17,P,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,830,830: MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W/O CC/MCC,17,P,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,834,834: ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,17,M,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,835,835: ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,17,M,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,836,836: ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,17,M,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,837,837: CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,17,M,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,838,838: CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,17,M,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,839,839: CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,17,M,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,840,840: LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,17,M,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,841,841: LYMPHOMA & NON-ACUTE LEUKEMIA W CC,17,M,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,842,842: LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,17,M,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,843,843: OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,17,M,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,844,844: OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,17,M,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,845,845: OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,17,M,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,846,846: CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,17,M,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,847,847: CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,17,M,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,848,848: CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,17,M,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,849,849: RADIOTHERAPY,17,M,"17: MYELOPROLIFERATIVE DISEASES & DISORDERS, POORLY DIFFERENTIATED NEOPLASM"
34,853,853: INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,18,P,"18: INFECTIOUS & PARASITIC DISEASES, SYSTEMIC OR UNSPECIFIED SITES"
34,854,854: INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,18,P,"18: INFECTIOUS & PARASITIC DISEASES, SYSTEMIC OR UNSPECIFIED SITES"
34,855,855: INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,18,P,"18: INFECTIOUS & PARASITIC DISEASES, SYSTEMIC OR UNSPECIFIED SITES"
34,856,856: POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,18,P,"18: INFECTIOUS & PARASITIC DISEASES, SYSTEMIC OR UNSPECIFIED SITES"
34,857,857: POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,18,P,"18: INFECTIOUS & PARASITIC DISEASES, SYSTEMIC OR UNSPECIFIED SITES"
34,858,858: POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W/O CC/MCC,18,P,"18: INFECTIOUS & PARASITIC DISEASES, SYSTEMIC OR UNSPECIFIED SITES"
34,862,862: POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,18,M,"18: INFECTIOUS & PARASITIC DISEASES, SYSTEMIC OR UNSPECIFIED SITES"
34,863,863: POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,18,M,"18: INFECTIOUS & PARASITIC DISEASES, SYSTEMIC OR UNSPECIFIED SITES"
34,864,864: FEVER,18,M,"18: INFECTIOUS & PARASITIC DISEASES, SYSTEMIC OR UNSPECIFIED SITES"
34,865,865: VIRAL ILLNESS W MCC,18,M,"18: INFECTIOUS & PARASITIC DISEASES, SYSTEMIC OR UNSPECIFIED SITES"
34,866,866: VIRAL ILLNESS W/O MCC,18,M,"18: INFECTIOUS & PARASITIC DISEASES, SYSTEMIC OR UNSPECIFIED SITES"
34,867,867: OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W MCC,18,M,"18: INFECTIOUS & PARASITIC DISEASES, SYSTEMIC OR UNSPECIFIED SITES"
34,868,868: OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W CC,18,M,"18: INFECTIOUS & PARASITIC DISEASES, SYSTEMIC OR UNSPECIFIED SITES"
34,869,869: OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W/O CC/MCC,18,M,"18: INFECTIOUS & PARASITIC DISEASES, SYSTEMIC OR UNSPECIFIED SITES"
34,870,870: SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,18,M,"18: INFECTIOUS & PARASITIC DISEASES, SYSTEMIC OR UNSPECIFIED SITES"
34,871,871: SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,18,M,"18: INFECTIOUS & PARASITIC DISEASES, SYSTEMIC OR UNSPECIFIED SITES"
34,872,872: SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,18,M,"18: INFECTIOUS & PARASITIC DISEASES, SYSTEMIC OR UNSPECIFIED SITES"
34,876,876: O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,19,P,19: MENTAL DISEASES & DISORDERS
34,880,880: ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,19,M,19: MENTAL DISEASES & DISORDERS
34,881,881: DEPRESSIVE NEUROSES,19,M,19: MENTAL DISEASES & DISORDERS
34,882,882: NEUROSES EXCEPT DEPRESSIVE,19,M,19: MENTAL DISEASES & DISORDERS
34,883,883: DISORDERS OF PERSONALITY & IMPULSE CONTROL,19,M,19: MENTAL DISEASES & DISORDERS
34,884,884: ORGANIC DISTURBANCES & INTELLECTUAL DISABILITY,19,M,19: MENTAL DISEASES & DISORDERS
34,885,885: PSYCHOSES,19,M,19: MENTAL DISEASES & DISORDERS
34,886,886: BEHAVIORAL & DEVELOPMENTAL DISORDERS,19,M,19: MENTAL DISEASES & DISORDERS
34,887,887: OTHER MENTAL DISORDER DIAGNOSES,19,M,19: MENTAL DISEASES & DISORDERS
34,894,"894: ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA",20,M,20: ALCOHOL/DRUG USE & ALCOHOL/DRUG INDUCED ORGANIC MENTAL DISORDERS
34,895,895: ALCOHOL/DRUG ABUSE OR DEPENDENCE W REHABILITATION THERAPY,20,M,20: ALCOHOL/DRUG USE & ALCOHOL/DRUG INDUCED ORGANIC MENTAL DISORDERS
34,896,896: ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,20,M,20: ALCOHOL/DRUG USE & ALCOHOL/DRUG INDUCED ORGANIC MENTAL DISORDERS
34,897,897: ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,20,M,20: ALCOHOL/DRUG USE & ALCOHOL/DRUG INDUCED ORGANIC MENTAL DISORDERS
34,901,901: WOUND DEBRIDEMENTS FOR INJURIES W MCC,21,P,"21: INJURIES, POISONINGS & TOXIC EFFECTS OF DRUGS"
34,902,902: WOUND DEBRIDEMENTS FOR INJURIES W CC,21,P,"21: INJURIES, POISONINGS & TOXIC EFFECTS OF DRUGS"
34,903,903: WOUND DEBRIDEMENTS FOR INJURIES W/O CC/MCC,21,P,"21: INJURIES, POISONINGS & TOXIC EFFECTS OF DRUGS"
34,904,904: SKIN GRAFTS FOR INJURIES W CC/MCC,21,P,"21: INJURIES, POISONINGS & TOXIC EFFECTS OF DRUGS"
34,905,905: SKIN GRAFTS FOR INJURIES W/O CC/MCC,21,P,"21: INJURIES, POISONINGS & TOXIC EFFECTS OF DRUGS"
34,906,906: HAND PROCEDURES FOR INJURIES,21,P,"21: INJURIES, POISONINGS & TOXIC EFFECTS OF DRUGS"
34,907,907: OTHER O.R. PROCEDURES FOR INJURIES W MCC,21,P,"21: INJURIES, POISONINGS & TOXIC EFFECTS OF DRUGS"
34,908,908: OTHER O.R. PROCEDURES FOR INJURIES W CC,21,P,"21: INJURIES, POISONINGS & TOXIC EFFECTS OF DRUGS"
34,909,909: OTHER O.R. PROCEDURES FOR INJURIES W/O CC/MCC,21,P,"21: INJURIES, POISONINGS & TOXIC EFFECTS OF DRUGS"
34,913,913: TRAUMATIC INJURY W MCC,21,M,"21: INJURIES, POISONINGS & TOXIC EFFECTS OF DRUGS"
34,914,914: TRAUMATIC INJURY W/O MCC,21,M,"21: INJURIES, POISONINGS & TOXIC EFFECTS OF DRUGS"
34,915,915: ALLERGIC REACTIONS W MCC,21,M,"21: INJURIES, POISONINGS & TOXIC EFFECTS OF DRUGS"
34,916,916: ALLERGIC REACTIONS W/O MCC,21,M,"21: INJURIES, POISONINGS & TOXIC EFFECTS OF DRUGS"
34,917,917: POISONING & TOXIC EFFECTS OF DRUGS W MCC,21,M,"21: INJURIES, POISONINGS & TOXIC EFFECTS OF DRUGS"
34,918,918: POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,21,M,"21: INJURIES, POISONINGS & TOXIC EFFECTS OF DRUGS"
34,919,919: COMPLICATIONS OF TREATMENT W MCC,21,M,"21: INJURIES, POISONINGS & TOXIC EFFECTS OF DRUGS"
34,920,920: COMPLICATIONS OF TREATMENT W CC,21,M,"21: INJURIES, POISONINGS & TOXIC EFFECTS OF DRUGS"
34,921,921: COMPLICATIONS OF TREATMENT W/O CC/MCC,21,M,"21: INJURIES, POISONINGS & TOXIC EFFECTS OF DRUGS"
34,922,"922: OTHER INJURY, POISONING & TOXIC EFFECT DIAG W MCC",21,M,"21: INJURIES, POISONINGS & TOXIC EFFECTS OF DRUGS"
34,923,"923: OTHER INJURY, POISONING & TOXIC EFFECT DIAG W/O MCC",21,M,"21: INJURIES, POISONINGS & TOXIC EFFECTS OF DRUGS"
34,927,927: EXTENSIVE BURNS OR FULL THICKNESS BURNS W MV >96 HRS W SKIN GRAFT,22,P,22: BURNS
34,928,928: FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W CC/MCC,22,P,22: BURNS
34,929,929: FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W/O CC/MCC,22,P,22: BURNS
34,933,933: EXTENSIVE BURNS OR FULL THICKNESS BURNS W MV >96 HRS W/O SKIN GRAFT,22,M,22: BURNS
34,934,934: FULL THICKNESS BURN W/O SKIN GRFT OR INHAL INJ,22,M,22: BURNS
34,935,935: NON-EXTENSIVE BURNS,22,M,22: BURNS
34,939,939: O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W MCC,23,P,23: FACTORS INFLUENCING HLTH STAT & OTHR CONTACTS WITH HLTH SERVCS
34,940,940: O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W CC,23,P,23: FACTORS INFLUENCING HLTH STAT & OTHR CONTACTS WITH HLTH SERVCS
34,941,941: O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W/O CC/MCC,23,P,23: FACTORS INFLUENCING HLTH STAT & OTHR CONTACTS WITH HLTH SERVCS
34,945,945: REHABILITATION W CC/MCC,23,M,23: FACTORS INFLUENCING HLTH STAT & OTHR CONTACTS WITH HLTH SERVCS
34,946,946: REHABILITATION W/O CC/MCC,23,M,23: FACTORS INFLUENCING HLTH STAT & OTHR CONTACTS WITH HLTH SERVCS
34,947,947: SIGNS & SYMPTOMS W MCC,23,M,23: FACTORS INFLUENCING HLTH STAT & OTHR CONTACTS WITH HLTH SERVCS
34,948,948: SIGNS & SYMPTOMS W/O MCC,23,M,23: FACTORS INFLUENCING HLTH STAT & OTHR CONTACTS WITH HLTH SERVCS
34,949,949: AFTERCARE W CC/MCC,23,M,23: FACTORS INFLUENCING HLTH STAT & OTHR CONTACTS WITH HLTH SERVCS
34,950,950: AFTERCARE W/O CC/MCC,23,M,23: FACTORS INFLUENCING HLTH STAT & OTHR CONTACTS WITH HLTH SERVCS
34,951,951: OTHER FACTORS INFLUENCING HEALTH STATUS,23,M,23: FACTORS INFLUENCING HLTH STAT & OTHR CONTACTS WITH HLTH SERVCS
34,955,955: CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,24,P,24: MULTIPLE SIGNIFICANT TRAUMA
34,956,"956: LIMB REATTACHMENT, HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA",24,P,24: MULTIPLE SIGNIFICANT TRAUMA
34,957,957: OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W MCC,24,P,24: MULTIPLE SIGNIFICANT TRAUMA
34,958,958: OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W CC,24,P,24: MULTIPLE SIGNIFICANT TRAUMA
34,959,959: OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,24,P,24: MULTIPLE SIGNIFICANT TRAUMA
34,963,963: OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC,24,M,24: MULTIPLE SIGNIFICANT TRAUMA
34,964,964: OTHER MULTIPLE SIGNIFICANT TRAUMA W CC,24,M,24: MULTIPLE SIGNIFICANT TRAUMA
34,965,965: OTHER MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,24,M,24: MULTIPLE SIGNIFICANT TRAUMA
34,969,969: HIV W EXTENSIVE O.R. PROCEDURE W MCC,25,P,25: HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS
34,970,970: HIV W EXTENSIVE O.R. PROCEDURE W/O MCC,25,P,25: HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS
34,974,974: HIV W MAJOR RELATED CONDITION W MCC,25,M,25: HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS
34,975,975: HIV W MAJOR RELATED CONDITION W CC,25,M,25: HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS
34,976,976: HIV W MAJOR RELATED CONDITION W/O CC/MCC,25,M,25: HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS
34,977,977: HIV W OR W/O OTHER RELATED CONDITION,25,M,25: HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS
34,981,981: EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,0,P,0: PRINCIPAL DX CANNOT BE ASSIGNED TO MDC
34,982,982: EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,0,P,0: PRINCIPAL DX CANNOT BE ASSIGNED TO MDC
34,983,983: EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,0,P,0: PRINCIPAL DX CANNOT BE ASSIGNED TO MDC
34,984,984: PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,0,P,0: PRINCIPAL DX CANNOT BE ASSIGNED TO MDC
34,985,985: PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,0,P,0: PRINCIPAL DX CANNOT BE ASSIGNED TO MDC
34,986,986: PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,0,P,0: PRINCIPAL DX CANNOT BE ASSIGNED TO MDC
